ID,converted,total_bc_attempts,total_bc_outcomes,lead_to_first_bc_days,bc_duration_days,lead_to_sc1_days,sc1_schedule_to_appointment_days,bc_frequency,positive_outcomes_count,negative_outcomes_count,noshow_outcomes_count,positive_outcome_ratio,negative_outcome_ratio,noshow_outcome_ratio,reachability_score,outcome_trend,persistence_after_negative,showed_up_sc1,engagement_score,efficiency_score,last_bc_outcome_encoded,first_bc_outcome_encoded
134833,0,1,1,0.0,0.0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
134834,0,4,4,0.0,2.0,2.0,2.0,1.3333333333333333,3,0,0,0.75,0.0,0.0,0.5,0,0,1,0.6516666666666665,0.2,7,5
134835,0,3,3,0.0,0.0,0.0,1.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
129539,0,1,1,1.0,0.0,1.0,7.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
134842,0,3,3,0.0,0.0,0.0,1.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
132433,0,3,3,0.0,0.0,1.0,1.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
136858,0,3,3,0.0,0.0,0.0,0.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
126214,0,2,2,1.0,0.0,1.0,1.0,2.0,1,0,0,0.5,0.0,0.0,1.0,1,0,1,0.7066666666666668,0.3333333333333333,7,8
129553,0,1,1,1.0,0.0,1.0,4.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
132439,0,9,9,0.0,19.0,20.0,1.0,0.45,9,0,0,1.0,0.0,0.0,0.11111111111111116,0,0,1,0.6312222222222222,0.1,7,5
136862,0,2,2,0.0,0.0,0.0,0.0,2.0,1,0,0,0.5,0.0,0.0,1.0,1,0,1,0.7066666666666668,0.3333333333333333,7,8
126218,0,2,2,1.0,1.0,2.0,1.0,1.0,1,0,0,0.5,0.0,0.0,1.0,1,0,1,0.6866666666666668,0.3333333333333333,7,8
132443,0,1,1,0.0,0.0,0.0,5.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
138223,0,1,1,0.0,0.0,0.0,7.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
126224,0,4,4,1.0,1.0,2.0,2.0,2.0,4,0,0,1.0,0.0,0.0,0.25,0,0,1,0.6900000000000001,0.2,7,5
126225,0,5,5,1.0,3.0,4.0,1.0,1.25,5,0,0,1.0,0.0,0.0,0.19999999999999996,0,0,1,0.665,0.16666666666666666,7,5
136868,0,3,3,0.0,0.0,0.0,4.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
134863,0,2,2,0.0,0.0,0.0,4.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
126229,0,6,6,1.0,3.0,4.0,4.0,1.5,5,0,0,0.8333333333333334,0.0,0.0,0.33333333333333337,0,0,1,0.6466666666666666,0.14285714285714285,7,5
132453,0,2,2,1.0,0.0,1.0,5.0,2.0,1,0,0,0.5,0.0,0.0,1.0,1,0,1,0.7066666666666668,0.3333333333333333,7,8
134865,0,2,2,0.0,0.0,0.0,1.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
134866,0,1,1,0.0,0.0,0.0,6.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
126233,0,2,2,1.0,0.0,1.0,3.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
129574,0,2,2,1.0,0.0,1.0,2.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
132460,0,4,4,1.0,1.0,2.0,5.0,2.0,3,0,0,0.75,0.0,0.0,0.5,0,0,1,0.6649999999999999,0.2,7,5
129576,0,6,6,1.0,2.0,3.0,5.0,2.0,6,0,0,1.0,0.0,0.0,0.16666666666666663,0,0,1,0.6733333333333333,0.14285714285714285,7,5
136874,0,1,1,0.0,0.0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
138227,0,1,1,0.0,0.0,0.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
134884,0,6,6,0.0,4.0,4.0,1.0,1.2,3,0,0,0.5,0.0,0.0,0.6666666666666667,0,0,1,0.6073333333333334,0.14285714285714285,7,5
132472,0,1,1,1.0,0.0,1.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
126252,0,1,1,0.0,0.0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
129589,0,3,3,1.0,0.0,1.0,1.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
126253,0,1,1,0.0,0.0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
129592,0,4,4,1.0,0.0,1.0,1.0,4.0,3,0,0,0.75,0.0,0.0,0.5,0,0,1,0.7049999999999998,0.2,7,5
126259,0,5,5,0.0,0.0,0.0,1.0,5.0,4,0,0,0.8,0.0,0.0,0.4,0,0,1,0.72,0.16666666666666666,7,5
129596,0,2,2,1.0,0.0,1.0,1.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
136886,0,2,2,0.0,0.0,0.0,0.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
134896,0,1,1,0.0,0.0,0.0,4.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
126266,0,4,4,0.0,1.0,1.0,2.0,2.0,4,0,0,1.0,0.0,0.0,0.25,0,0,1,0.6900000000000001,0.2,7,5
132486,0,2,2,1.0,0.0,1.0,1.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
126272,0,7,7,0.0,2.0,2.0,0.0,2.3333333333333335,4,0,0,0.5714285714285714,0.0,0.0,0.5714285714285714,0,0,1,0.6323809523809524,0.125,7,5
134898,0,4,4,0.0,0.0,0.0,6.0,4.0,1,0,0,0.25,0.0,0.0,1.0,1,0,1,0.6716666666666667,0.2,7,8
129607,0,2,2,1.0,0.0,2.0,2.0,2.0,1,0,0,0.5,0.0,0.0,1.0,1,0,1,0.7066666666666668,0.3333333333333333,7,8
132489,0,4,4,1.0,1.0,30.0,3.0,2.0,4,0,0,1.0,0.0,0.0,0.25,0,0,1,0.6900000000000001,0.2,7,5
134899,0,4,4,0.0,0.0,0.0,1.0,4.0,2,0,0,0.5,0.0,0.0,0.75,1,0,1,0.6966666666666667,0.2,7,8
126278,0,6,6,0.0,10.0,10.0,1.0,0.5454545454545454,4,0,0,0.6666666666666666,0.0,0.0,0.5,0,0,1,0.6109090909090908,0.14285714285714285,7,5
126294,0,4,4,0.0,1.0,1.0,1.0,2.0,4,0,0,1.0,0.0,0.0,0.25,0,0,1,0.6900000000000001,0.2,7,5
132494,0,1,1,1.0,0.0,1.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
136889,0,1,1,0.0,0.0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
126298,0,1,1,0.0,0.0,0.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
132497,0,1,1,1.0,0.0,1.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
134904,0,3,3,0.0,0.0,0.0,1.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
129618,0,2,2,1.0,0.0,1.0,1.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
126300,0,1,1,0.0,0.0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
136890,0,2,2,0.0,0.0,0.0,4.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
126304,0,2,2,0.0,0.0,0.0,1.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
129621,0,4,4,1.0,1.0,2.0,1.0,2.0,3,0,0,0.75,0.0,0.0,0.5,0,0,1,0.6649999999999999,0.2,7,5
134907,0,5,5,0.0,14.0,14.0,4.0,0.3333333333333333,4,0,0,0.8,0.0,0.0,0.4,0,0,1,0.6266666666666667,0.16666666666666666,7,5
129622,0,4,4,1.0,1.0,2.0,2.0,2.0,4,0,0,1.0,0.0,0.0,0.25,0,0,1,0.6900000000000001,0.2,7,5
132502,0,4,4,1.0,8.0,9.0,3.0,0.4444444444444444,3,0,0,0.75,0.0,0.0,0.5,1,0,1,0.6505555555555554,0.2,7,8
129623,0,2,2,1.0,0.0,1.0,4.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
129624,0,1,1,1.0,0.0,53.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
132504,0,2,2,1.0,0.0,1.0,7.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
132505,0,2,2,1.0,0.0,1.0,1.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
134911,0,11,11,0.0,5.0,5.0,3.0,1.8333333333333333,8,0,0,0.7272727272727273,0.0,0.0,0.36363636363636365,0,0,1,0.6275757575757576,0.08333333333333333,7,5
126313,0,2,2,0.0,0.0,0.0,1.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
132507,0,7,7,1.0,7.0,8.0,1.0,0.875,6,0,0,0.8571428571428571,0.0,0.0,0.2857142857142857,0,0,1,0.6317857142857142,0.125,7,5
129628,0,5,5,1.0,2.0,3.0,1.0,1.6666666666666667,5,0,0,1.0,0.0,0.0,0.19999999999999996,0,0,1,0.6733333333333333,0.16666666666666666,7,5
132508,0,1,1,1.0,0.0,1.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
132510,0,5,5,1.0,1.0,2.0,6.0,2.5,4,0,0,0.8,0.0,0.0,0.4,0,0,1,0.67,0.16666666666666666,7,5
134915,0,7,7,0.0,0.0,1.0,5.0,7.0,7,0,0,1.0,0.0,0.0,0.2857142857142857,0,0,1,0.7571428571428571,0.125,7,5
129633,0,1,1,1.0,0.0,1.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
132514,0,1,1,1.0,0.0,1.0,4.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
126329,0,2,2,0.0,1.0,1.0,6.0,1.0,1,0,0,0.5,0.0,0.0,1.0,1,0,1,0.6866666666666668,0.3333333333333333,7,8
129641,0,1,1,1.0,0.0,1.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
134926,0,2,2,0.0,0.0,0.0,1.0,2.0,1,0,0,0.5,0.0,0.0,1.0,3,0,1,0.7400000000000001,0.3333333333333333,7,3
126333,0,3,3,0.0,0.0,1.0,3.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
132522,0,3,3,1.0,0.0,1.0,4.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
126336,0,1,1,0.0,0.0,0.0,2.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
129643,0,1,1,1.0,0.0,1.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
126337,0,1,1,0.0,0.0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
126343,0,3,3,0.0,0.0,0.0,3.0,3.0,2,0,0,0.6666666666666666,0.0,0.0,0.6666666666666667,1,0,1,0.7100000000000002,0.25,7,8
132528,0,1,1,1.0,0.0,1.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
134934,0,1,1,0.0,0.0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
138236,0,6,6,0.0,16.0,16.0,4.0,0.35294117647058826,6,0,0,1.0,0.0,0.0,0.16666666666666663,0,0,1,0.6403921568627451,0.14285714285714285,7,5
126351,0,1,1,0.0,0.0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
126362,0,3,3,0.0,0.0,1.0,7.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
132546,0,7,7,0.0,4.0,5.0,0.0,1.4,5,0,0,0.7142857142857143,0.0,0.0,0.4285714285714286,0,0,1,0.628,0.125,7,5
126369,0,8,8,0.0,10.0,10.0,1.0,0.7272727272727273,6,1,0,0.75,0.125,0.0,0.375,0,2,1,0.5895454545454545,0.1111111111111111,7,5
129667,0,6,6,1.0,8.0,9.0,2.0,0.6666666666666666,3,0,0,0.5,0.0,0.0,0.6666666666666667,1,0,1,0.6133333333333334,0.14285714285714285,7,8
126370,0,1,1,0.0,0.0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
134950,0,3,3,0.0,0.0,0.0,1.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
136920,0,2,2,0.0,0.0,0.0,0.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
126374,0,1,1,0.0,0.0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
136921,0,2,2,0.0,0.0,0.0,1.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
134954,0,2,2,0.0,0.0,0.0,0.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
129675,0,1,1,1.0,0.0,1.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
132557,0,3,3,0.0,0.0,0.0,1.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
134957,0,2,2,0.0,0.0,0.0,1.0,2.0,1,0,0,0.5,0.0,0.0,1.0,1,0,1,0.7066666666666668,0.3333333333333333,7,8
126388,0,1,1,0.0,0.0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
129679,0,4,4,0.0,1.0,1.0,7.0,2.0,3,0,0,0.75,0.0,0.0,0.5,0,0,1,0.6649999999999999,0.2,7,5
132560,0,1,1,0.0,0.0,0.0,4.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
136928,0,3,3,0.0,0.0,0.0,4.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
126389,0,2,2,0.0,0.0,1.0,3.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
126390,0,1,1,0.0,0.0,0.0,7.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
129681,0,1,1,0.0,0.0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
134963,0,3,3,0.0,0.0,0.0,1.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
126398,0,4,4,0.0,0.0,1.0,7.0,4.0,4,0,0,1.0,0.0,0.0,0.25,0,0,1,0.73,0.2,7,5
126402,0,7,7,0.0,3.0,4.0,3.0,1.75,5,0,0,0.7142857142857143,0.0,0.0,0.4285714285714286,0,0,1,0.635,0.125,7,5
132571,0,2,2,0.0,0.0,1.0,3.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
141438,0,1,1,0.0,0.0,0.0,3.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
126403,0,3,3,0.0,0.0,1.0,1.0,3.0,3,0,0,1.0,0.0,0.0,0.33333333333333337,0,0,1,0.7266666666666667,0.25,7,5
134972,0,2,2,0.0,0.0,0.0,1.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
134973,0,2,2,0.0,0.0,0.0,0.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
126405,0,2,2,0.0,0.0,1.0,6.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
134976,0,2,2,0.0,0.0,0.0,4.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,1,0.7400000000000001,0.3333333333333333,7,5
126412,0,4,4,0.0,1.0,1.0,2.0,2.0,3,0,0,0.75,0.0,0.0,0.5,0,0,1,0.6649999999999999,0.2,7,5
129696,0,1,1,0.0,0.0,0.0,3.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,1,0.82,0.5,7,9
